source,target,total_effect
16,56,-0.03672341086089273
16,57,0.13439087464673094
16,58,0.1687664927244744
16,59,0.15491314211763688
17,0,-0.057411586797084274
17,1,0.03191203870177292
17,2,0.10434719406976498
17,3,-0.22129137402181817
17,4,-0.09809493204256138
17,5,-0.020517113889936947
17,6,0.0077054252965956405
17,7,0.000518253843573124
17,8,-0.0018440083048012871
17,9,0.027740813820908733
17,10,-0.006772507862064343
17,11,0.015189476180749445
17,12,-0.012626614440612123
17,13,-0.09536167379103434
17,14,-0.12885142252176654
17,15,-0.0018394745177247622
17,16,0.007029219606759173
17,18,0.03319030290811202
17,19,0.03202517249457136
17,20,-0.00036483571270340577
17,21,0.026063832645138323
17,22,-0.10224063432680526
