source,target,lag,coefficient,p_value
9,8,2,0.06684124349847431,0.00011889077295527607
9,9,1,0.2002336635857243,2.668331760138727e-31
9,9,2,0.09543849290738368,3.7697630762273847e-08
9,9,3,0.08004099511409396,4.0280705132904515e-06
9,9,4,0.08863630572058324,3.2894240729968473e-07
9,14,1,0.06405353142583255,0.00022691000240132863
9,16,1,-0.07255893305868287,2.9108623006093498e-05
9,34,1,-0.12372218310266714,8.860063851674036e-13
9,40,1,0.0642890070672013,0.0002136836774072154
9,41,1,0.07103252028902383,4.2850742554195566e-05
9,41,2,-0.058277310121577525,0.000793831151890093
9,49,1,-0.07771939557973707,7.588309303385845e-06
9,52,1,-0.0657694422245677,0.00015169705702177083
9,52,3,0.0705731420596365,4.77763424633275e-05
9,54,1,0.06156447363235243,0.0003941227848241186
9,57,1,-0.11484337730686574,3.575886728138515e-11
10,1,1,-0.06648740537046936,0.00012980569695356556
10,10,1,0.0915150717471415,1.3162218754664243e-07
10,18,1,0.0631608478580431,0.0002750680585608601
10,19,1,-0.063515709802996,0.00025345205744272916
10,23,1,0.11349658953984797,5.6614019385465234e-11
10,27,1,-0.11178235508523975,1.1121018246281454e-10
10,33,1,0.07644932396431937,1.0573112521961926e-05
10,45,1,0.0915943783026024,1.2669927454604816e-07
10,54,2,-0.0633836549693166,0.0002622184667533598
11,2,2,0.05749363801548202,0.0009338043274214121
11,3,1,-0.0789038961390625,5.389141356520476e-06
11,10,3,-0.057361795785787685,0.0009543790624776063
11,11,1,0.21607045192068358,2.3838515342059553e-36
11,14,1,0.11538595684243222,2.67880709477288e-11
11,17,1,0.07086204078263382,4.423519966183668e-05
11,18,2,0.06026234239219668,0.0005165243362966469
11,19,1,0.07719401868665227,8.527089977091707e-06
11,19,2,-0.06020063153655349,0.0005224017783647209
11,35,1,-0.07090392957919468,4.424415282200837e-05
11,43,1,-0.07578285391656668,1.254395628705539e-05
11,45,1,0.061602845127612015,0.0003845184949509637
11,56,1,0.2978954635131256,6.198511630070921e-69
12,6,1,-0.11124574817425817,1.3310026664413877e-10
12,7,1,0.11333933958465284,5.861481095502763e-11
12,8,1,0.07409318531848547,1.9468755674004146e-05
12,12,1,0.18047951185050645,1.0875737072114214e-25
12,16,1,0.058141570465857384,0.0008062265704707015
12,20,1,0.06254137700672112,0.000312531557735762
12,25,1,0.097817926644913,1.634727712206348e-08
12,28,2,-0.05974806255808563,0.0005733629320499745
12,31,4,0.05908966524784898,0.0006582374877618446
12,42,1,-0.10728515636162003,5.988440326230123e-10
12,44,1,-0.11579386699735351,2.3104701768896196e-11
12,47,1,-0.20916890343392422,4.2080405591611165e-34
12,53,2,-0.06173512750632721,0.00037350999739380747
13,2,1,0.08658065683999436,6.078738511785697e-07
13,10,1,-0.07521872136727249,1.4642682549707175e-05
13,10,2,0.06996894178722889,5.560161301191334e-05
13,13,1,0.21564266730055007,3.454764419339113e-36
13,14,4,-0.07720272038996688,8.614217707228685e-06
13,22,1,-0.13108020106476012,3.4455837864147516e-14
13,23,1,0.07804316524021808,6.840763052571175e-06
13,24,1,0.05858271753512703,0.0007406350623254678
13,29,1,0.1320703308425784,2.3046395822382337e-14
13,30,1,-0.06892548938860851,7.190741925164524e-05
13,31,1,-0.08957494817124115,2.364213035613227e-07
13,32,1,-0.07261069908474416,2.8489577274564083e-05
13,33,1,0.09457266788447698,4.8440239766391476e-08
13,33,2,-0.07005865128770027,5.410695990149884e-05
13,38,1,-0.10638822865642067,8.224353654712886e-10
